ITEMCODE,ITEMNAME,IT_PARTNO,IT_PARTNAME,UOM
IC-1.SLD.LDBFG.000553,"INDUSLB600/LD BAG /1200 X 850 X 900 , LDP , 55 Micron",INDUSLB600,LD BAG,PCS
IC-1.SLD.LDBFG.000554,"INDUSLB900/LD BAG / 1200 X 850 X 600 , LDP , 55 Micron",INDUSLB900,LD BAG,PCS
IC-1.SLD.LDBFG.000555,INTERLB10/LD BAG/10 x 12.5 INCH,INTERLB10,LD BAG,PCS
IC-1.SLD.LDBFG.000556,INTERLB79/LD BAG/7 x 9.5 INCH,INTERLB79,LD BAG,PCS
IC-1.SLD.LDBFG.000557,"JAYCELB108/LD BAG / 108 X 48 X 72 , 100 Mic W/O FLAP",JAYCELB108,LD BAG,PCS
IC-1.SLD.LDBFG.000558,JAYCELB132/LD BAG/132 X 48 X 60 (EXPORT),JAYCELB132,LD BAG,PCS
IC-1.SLD.LDBFG.000559,JAYCELB175/LD BAG/1750 X 1000 X 1000 mm,JAYCELB175,LD BAG,PCS
IC-1.SLD.LDBFG.000560,JAYCELB225/LD BAG/2250 X 1000 X 1000 mm,JAYCELB225,LD BAG,PCS
IC-1.SLD.LDBFG.000561,JAYCELB275/LD BAG/2750 X 1200 X 1400 mm,JAYCELB275,LD BAG,PCS
IC-1.SLD.LDBFG.000563,JAYCELB844/LD BAG/84 X 48 X 60 (EXPORT),JAYCELB844,LD BAG,PCS
IC-1.SLD.LDBFG.000564,"JAYCELB848/LD BAG /  84 X 48 X 72 , 100 Mic W/O FLAP",JAYCELB848,LD BAG,PCS
IC-1.SLD.LDBFG.000565,"JAYCELB964/LD BAG / 96 X 48 X 72 , 100 Mic W/O FLAP",JAYCELB964,LD BAG,PCS
IC-1.SLD.LDBFG.000566,JAYCELB968/LD BAG/96 X 48 X 60 (EXPORT),JAYCELB968,LD BAG,PCS
IC-1.SLD.LDBFG.000567,JCBLB810/LD BAG/8 X 10 INCH,JCBLB810,LD BAG,PCS
IC-1.SLD.LDBFG.000568,JCBLB1012/LD BAG YELLOW PRINTED/10 X 12 INCH,JCBLB1012,LD BAG YELLOW PRINTED,PCS
IC-1.SLD.LDBFG.000569,"JCBLB1215/LD BAG/12 X 15""",JCBLB1215,LD BAG,PCS
IC-1.SLD.LDBFG.000570,"JCBLB1221/LD BAG/12 X 21""",JCBLB1221,LD BAG,PCS
IC-1.SLD.LDBFG.000571,"JCBLB1830/LD BAG/18 X 30""",JCBLB1830,LD BAG,PCS
IC-1.SLD.LDBFG.000572,"JCBLB4242/LD BAG/42 X 42"" X 52""",JCBLB4242,LD BAG,KGS
IC-1.SLD.LDBFG.000573,"JCBLB6550/LD BAG/65 X 50""",JCBLB6550,LD BAG,PCS
IC-1.SLD.LDBFG.000574,"JCBLB68/LD BAG/6 X 8""",JCBLB68,LD BAG,PCS
IC-1.SLD.LDBFG.000575,"JMFRILB10/LD BAG /  8 X 10"" Inches",JMFRILB10,LD BAG,PCS
IC-1.SLD.LDBFG.000576,"JMFRILB12/LD BAG / 10 X 12"" Inches",JMFRILB12,LD BAG,PCS
IC-1.SLD.LDBFG.000577,KAIMALB60/LD BAG / 60 X 402.mm,KAIMALB60,LD BAG,PCS
IC-1.SLD.LDBFG.000578,KAPOOLB26/LD BAG / 39 X 26 X 36 Inches,KAPOOLB26,LD BAG,PCS
IC-1.SLD.LDBFG.000579,KAPOOLB31/LD BAG /31 X 21 X 18 Inches,KAPOOLB31,LD BAG,PCS
IC-1.SLD.LDBFG.000580,KAPOOLB39/LD BAG / 39 X 26 X 36 Inches,KAPOOLB39,LD BAG,PCS
IC-1.SLD.LDBFG.000581,KAPOOLB58/LD BAG / 58 X 46 X 50 Inches,KAPOOLB58,LD BAG,PCS
IC-1.SLD.LDBFG.000582,"KELKALB16/LD BAG / 4050 X1650 X 2300 MM, (Model - 220RS)",KELKALB16,LD BAG,PCS
IC-1.SLD.LDBFG.000583,"KELKALB21/LD BAG / 2150 X 2050 X 1750 MM, Micron 80",KELKALB21,LD BAG,PCS
IC-1.SLD.LDBFG.000584,"KELKALB22/LD BAG / 2250 X 2200 X 1750 MM, Micron 80,",KELKALB22,LD BAG,PCS
IC-1.SLD.LDBFG.000585,"KELKALB32/LD BAG /3299 X 1250 X 1900 MM , 80 Micron",KELKALB32,LD BAG,PCS
IC-1.SLD.LDBFG.000586,"KELKALB33/LD BAG /3350 X 1190 X 1950 MM, Micron 80,",KELKALB33,LD BAG,PCS
IC-1.SLD.LDBFG.000587,"KELKALB40/LD BAG / 4050 X 1600 X 2000 MM, Micron 80,",KELKALB40,LD BAG,PCS
IC-1.SLD.LDBFG.000588,"KELKALB47/LD BAG / 4730 X 1930 X 942 MM, Micron 80",KELKALB47,LD BAG,PCS
IC-1.SLD.LDBFG.000589,"KELKALB50/LD BAG / 5003 X 2108 X 970 MM, Without flap",KELKALB50,LD BAG,PCS
IC-1.SLD.LDBFG.000590,KOREALB56/LD BAG / 560 X 400 X 500mm,KOREALB56,LD BAG,PCS
IC-1.SLD.LDBFG.000591,KUHMELB15/LD BAG/15 X 20 INCH,KUHMELB15,LD BAG,PCS
IC-1.SLD.LDBFG.000592,KUHMELB20/LD BAG/20 X 20 INCH,KUHMELB20,LD BAG,PCS
IC-1.SLD.LDBFG.000593,LGBALLB/LD BAG,LGBALLB,LD BAG,PCS
IC-1.SLD.LDBFG.000594,LGBALLB77/LD BAG /  7 X 7.5,LGBALLB77,LD BAG,PCS
IC-1.SLD.LDBFG.000595,MACKSLB46/LD BAG/4 X 6 INCH,MACKSLB46,LD BAG,KGS
IC-1.SLD.LDBFG.000596,MACKSLB68/LD BAG/6 X 8 INCH,MACKSLB68,LD BAG,KGS
IC-1.SLD.LDBFG.000597,MANDOLB60/LD BAG / 600 X 420 X 450 MM,MANDOLB60,LD BAG,PCS
IC-1.SLD.LDBFG.000598,"MANISLB10/LD BAG / 10 X 12, 100 Mic.",MANISLB10,LD BAG,PCS
IC-1.SLD.LDBFG.000599,"MANISLB35/LD BAG / 3 X 5 , 100 Mic.",MANISLB35,LD BAG,PCS
IC-1.SLD.LDBFG.000600,"MANISLB55/LD BAG /5 X 5 , 100 Mic.",MANISLB55,LD BAG,PCS
IC-1.SLD.LDBFG.000601,"MANISLB68/LD BAG / 6 X 8, 100 Mic.",MANISLB68,LD BAG,PCS
IC-1.SLD.LDBFG.000602,MARELLB22/LD BAG/220 X 260 mm,MARELLB22,LD BAG,PCS
IC-1.SLD.LDBFG.000603,MARELLB32/LD BAG / 320 X 550mm,MARELLB32,LD BAG,PCS
IC-1.SLD.LDBFG.000604,MARELLB35/LD BAG / 320 X 350mm,MARELLB35,LD BAG,PCS
IC-1.SLD.LDBFG.000605,MARZOLB10/LD BAG / 105 X 149,MARZOLB10,LD BAG,PCS
IC-1.SLD.LDBFG.000606,MARZOLB14/LD BAG / 148 X 210,MARZOLB14,LD BAG,PCS
IC-1.SLD.LDBFG.000607,MARZOLB21/LD BAG / 210 X 297,MARZOLB21,LD BAG,PCS
IC-1.SLD.LDBFG.000608,MARZOLB29/LD BAG / 297 X 420,MARZOLB29,LD BAG,PCS
IC-1.SLD.LDBFG.000609,MARZOLB50/LD BAG / 500 X 1600,MARZOLB50,LD BAG,PCS
IC-1.SLD.LDBFG.000610,MARZOLB74/LD BAG / 74 X 105,MARZOLB74,LD BAG,PCS
IC-1.SLD.LDBFG.000611,"MASSILB108/LD BAG / 1080 x 600 x 1980 MM, 70 Micron",MASSILB108,LD BAG,PCS
IC-1.SLD.LDBFG.000612,"MASSILB123/LD BAG / 1230 x 600 x 1980 MM, 70 Micron",MASSILB123,LD BAG,PCS
IC-1.SLD.LDBFG.000613,MASSILB910/LD BAG / 910 x 460 x 1500,MASSILB910,LD BAG,PCS
IC-1.SLD.LDBFG.000614,"MASSILB925/LD BAG / 925 X 540 X 1980 MM, 70 Micron",MASSILB925,LD BAG,PCS
IC-1.SLD.LDBFG.000615,METSOLB/LD BAG,METSOLB,LD BAG,PCS
IC-1.SLD.LDBFG.000616,METSOLB116/LD BAG/1160 X 800 X 900 mm,METSOLB116,LD BAG,PCS
IC-1.SLD.LDBFG.000617,METSOLB136/LD BAG/1360 X 1050 X 900 mm,METSOLB136,LD BAG,PCS
IC-1.SLD.LDBFG.000618,METSOLB156/LD BAG/1560 X 1050 X 900 mm,METSOLB156,LD BAG,PCS
IC-1.SLD.LDBFG.000619,METSOLB160/LD BAG/1600 X 1600 X 1000 mm,METSOLB160,LD BAG,PCS
IC-1.SLD.LDBFG.000620,METSOLB186/LD BAG/1860 X 1060 X 900 mm,METSOLB186,LD BAG,PCS
IC-1.SLD.LDBFG.000621,METSOLB200/LD BAG/2000 X 1600 X 700 mm,METSOLB200,LD BAG,PCS
IC-1.SLD.LDBFG.000622,METSOLB220/LD BAG/2400 X 2200 X 1000 mm,METSOLB220,LD BAG,PCS
IC-1.SLD.LDBFG.000623,METSOLB240/LD BAG/2400 X 2200 X 1200 mm,METSOLB240,LD BAG,PCS
IC-1.SLD.LDBFG.000624,METSOLB280/LD BAG/2800 X 1200 X 1000 mm,METSOLB280,LD BAG,PCS
IC-1.SLD.LDBFG.000625,METSOLB300/LD BAG/3000 X 3000 X 2200 mm,METSOLB300,LD BAG,PCS
IC-1.SLD.LDBFG.000626,METSOLB360/LD BAG/3600 X 3600 X 2200 mm,METSOLB360,LD BAG,PCS
IC-1.LUNR.LUNP.000794,LD - Blue - Bsc  - Unprinted/100 MICRON/34 INCH,,LD - Blue - Bsc  - Unprinted,KGS
IC-1.LUNR.LUNP.000795,LD - Natural - Bsc  - Unprinted/125 MICRON/27.5 INCH,,LD - Natural - Bsc  - Unprinted,KGS
IC-1.LUNR.LUNP.000796,LD - Natural - Bsc  - Unprinted/180 MICRON/480 MM,,LD - Natural - Bsc  - Unprinted,KGS
IC-1.LUNR.LUNP.000797,LD - Natural - Bsc  - Unprinted/180 MICRON/640 MM,,LD - Natural - Bsc  - Unprinted,KGS
IC-1.LUNR.LUNP.000798,LD - Natural - Bsc  - Unprinted/70 MICRON/560 MM,,LD - Natural - Bsc  - Unprinted,KGS
IC-1.LUNR.LUNP.000799,LD - Natural - Bsc- UnPrinted/150 MICRON/900 MM,,LD - Natural - Bsc- UnPrinted,KGS
IC-1.LUNR.LUNP.000800,LD - Yellow - Bsc - Unprinted/87.5 MICRON/830 MM,,LD - Yellow - Bsc - Unprinted,KGS
IC-1.LUNR.LUNP.000801,LD- Blue - Bsc  - Unprinted/87.5 MICRON/930 MM,,LD- Blue - Bsc  - Unprinted,KGS
IC-1.LUNR.LUNP.000802,LD- Blue - Tube -Bsc - Unprinted (250 mtrs)/150 MICRON/38 MM,,LD- Blue - Tube -Bsc - Unprinted (250 mtrs),KGS
IC-1.LUNR.LUNP.000803,LD- Yellow - Bsc  - Unprinted/87.5 MICRON/930 MM,,LD- Yellow - Bsc  - Unprinted,KGS
IC-1.LUNR.LUN.000804,LD - Blue  - Unprinted/100 MICRON/22.5 INCH,,LD - Blue  - Unprinted,KGS
IC-1.LUNR.LUN.000805,LD - Blue - Osc  - UnPrinted/80 MICRON/515 MM,,LD - Blue - Osc  - UnPrinted,KGS
IC-1.LUNR.LUN.000806,LD - Blue - Osc  - Unprinted/60 MICRON/28.5 INCH,,LD - Blue - Osc  - Unprinted,KGS
IC-1.LUNR.LUN.000807,LD - Blue - Osc  - Unprinted/75 MICRON/37 INCH,,LD - Blue - Osc  - Unprinted,KGS
IC-1.LUNR.LUN.000808,LD - Blue - Osc  - Unprinted/80 MICRON/670 INCH,,LD - Blue - Osc  - Unprinted,KGS
IC-1.LUNR.LUN.000809,LD - Blue - Osc  - Unprinted /150 MICRON/40 INCH,,LD - Blue - Osc  - Unprinted,KGS
IC-1.LUNR.LUN.000810,LD - Blue - Osc - UnPrinted/150 MICRON/28.5 INCH,,LD - Blue - Osc - UnPrinted,KGS
IC-1.LUNR.LUN.000811,LD - Natural  - Unprinted/125 MICRON/23 INCH,,LD - Natural  - Unprinted,KGS
IC-1.LUNR.LUN.000812,LD - Natural - Osc  - Unprinted/100 MICRON/32 INCH,,LD - Natural - Osc  - Unprinted,KGS
IC-1.SLD.LDBFG.000627,METSOLB500/LD BAG/300 X 300 X 500,METSOLB500,LD BAG,PCS
IC-1.SLD.LDBFG.000628,METSOLB700/LD BAG/1600 X 700 X 800 mm,METSOLB700,LD BAG,PCS
IC-1.SLD.LDBFG.000629,METSOLD/LD BAG /A,METSOLD,LD BAG,PCS
IC-1.SLD.LDBFG.000630,METSOLD/LD BAG /F,METSOLD,LD BAG,PCS
IC-1.SLD.LDBFG.000631,METSOLD/LD BAG /I,METSOLD,LD BAG,PCS
IC-1.SLD.LDBFG.000632,METSOLD/LD BAG /J,METSOLD,LD BAG,PCS
IC-1.SLD.LDBFG.000633,METSOLD/LD BAG /K,METSOLD,LD BAG,PCS
IC-1.SLD.LDBFG.000634,METSOLD/LD BAG /O,METSOLD,LD BAG,PCS
IC-1.SLD.LDBFG.000635,METSOLD/LD BAG /P,METSOLD,LD BAG,PCS
IC-1.SLD.LDBFG.000636,METSOLD/LD BAG /U,METSOLD,LD BAG,PCS
IC-1.SLD.LDBFG.000637,MINDALB11/LD BAG/11 X 13 mm,MINDALB11,LD BAG,PCS
IC-1.SLD.LDBFG.000638,MINDALB13/LD BAG/13 X 16 mm,MINDALB13,LD BAG,PCS
IC-1.SLD.LDBFG.000639,MINDALB16/LD BAG/16 X 20 mm,MINDALB16,LD BAG,PCS
IC-1.SLD.LDBFG.000640,MINDALB56/LD BAG/5 X 6 mm,MINDALB56,LD BAG,PCS
IC-1.SLD.LDBFG.000641,MITSULB62/LD BAG / 620 X 300 X 460 MM,MITSULB62,LD BAG,PCS
IC-1.SLD.LDBFG.000642,NIPPOLB13/LD BAG/13 X 10.5 INCH,NIPPOLB13,LD BAG,KGS
IC-1.SLD.LDBFG.000643,NISSALB24/LD BAG /2370 X 1270 X 900,NISSALB24,LD BAG,PCS
IC-1.SLD.LDBFG.000644,NISSALB90/LD BAG / 2370 X 1270 X 2000,NISSALB90,LD BAG,PCS
IC-1.SLD.LDBFG.000645,PRAKRLB26/LD BAG /260 x 300mm,PRAKRLB26,LD BAG,PCS
IC-1.SLD.LDBFG.000646,PRAKRLB35/LD BAG/550 x 350 x 500 mm,PRAKRLB35,LD BAG,PCS
IC-1.SLD.LDBFG.000647,PRAKRLB45/LD BAG / 450 x 350mm,PRAKRLB45,LD BAG,PCS
IC-1.SLD.LDBFG.000648,PRAKRLB55/LD BAG/550 X 350 X 500mm,PRAKRLB55,LD BAG,PCS
IC-1.LUNR.LUN.000813,LD - Natural - Osc  - Unprinted/100 MICRON/540 MM,,LD - Natural - Osc  - Unprinted,KGS
IC-1.LUNR.LUN.000814,LD - Natural - Osc  - Unprinted/100 MICRON/720 MM,,LD - Natural - Osc  - Unprinted,KGS
IC-1.LUNR.LUN.000815,LD - Natural - Osc  - Unprinted/100 MICRON/810 MM,,LD - Natural - Osc  - Unprinted,KGS
IC-1.LUNR.LUN.000816,LD - Natural - Osc  - Unprinted/180 MICRON/510 MM,,LD - Natural - Osc  - Unprinted,KGS
IC-1.LUNR.LUN.000817,LD - Natural - Osc  - Unprinted/180 MICRON/630 MM,,LD - Natural - Osc  - Unprinted,KGS
IC-1.LUNR.LUN.000818,LD - Natural - Osc  - Unprinted/70 MICRON/615 MM,,LD - Natural - Osc  - Unprinted,KGS
IC-1.LUNR.LUN.000819,LD - Natural - Osc - Unprinted/200 MICRON/1110 MM,,LD - Natural - Osc - Unprinted,KGS
IC-1.LUNR.LUN.000820,LD - Yellow - Osc  - UnPrinted/150 MICRON/700 MM,,LD - Yellow - Osc  - UnPrinted,KGS
IC-1.LUNR.LUN.000821,LD - Yellow - Osc  - Unprinted/100 MICRON/22 INCH,,LD - Yellow - Osc  - Unprinted,KGS
IC-1.LUNR.LUN.000822,LD - Yellow - Osc  - Unprinted/80 MICRON/700 MM,,LD - Yellow - Osc  - Unprinted,KGS
IC-1.LUNR.LUN.000823,LD - Yellow - Osc  - Unprinted/87.5 MICRON/590 MM,,LD - Yellow - Osc  - Unprinted,KGS
IC-1.LUNR.LUN.000824,LD- Blue - Osc  - UnPrinted/100 MICRON/565 MM,,LD- Blue - Osc  - UnPrinted,KGS
IC-1.LUNR.LUN.000825,LD- Blue - Osc  - Unprinted/100 MICRON/560 MM,,LD- Blue - Osc  - Unprinted,KGS
IC-1.LUNR.LUN.000826,LD- Blue - Osc  - Unprinted /150 MICRON/140 INCH,,LD- Blue - Osc  - Unprinted,KGS
IC-1.LUNR.LUN.000827,LD- Blue - Osc - Unprinted/180 MICRON/510 MM,,LD- Blue - Osc - Unprinted,KGS
IC-1.LUNR.LUN.000828,LD- Blue - Osc - Unprinted/75 MICRON/565 MM,,LD- Blue - Osc - Unprinted,KGS
IC-1.SSDFG.LLDFG.000829,"HONDALS22/LD SHEET / SIZE:1MTR, 75 Micron",HONDALS22,LD SHEET,PCS
IC-1.SSDFG.LLDFG.000830,"HONDALS75/LD SHEET /SIZE 21 X 17 MM 535x430 ,Micron-50",HONDALS75,LD SHEET,PCS
IC-1.SSDFG.LLDFG.000831,SOCOMLS20/LD SHEET,SOCOMLS20,LD SHEET,PCS
IC-1.RU.LKJ.000832,ADVANLOC/LOC RUST OIL,ADVANLOC,LOC RUST OIL,MTR
IC-1.SLD.LDBFG.000649,PREMILB20/LD BAG / 20 X 18,PREMILB20,LD BAG,KGS
IC-1.SLD.LDBFG.000650,PREMILB47/LD BAG/470 X 470 100 MICRON,PREMILB47,LD BAG,PCS
IC-1.SLD.LDBFG.000651,PRONKLB12/LD BAG / 1200 X 800 X 800MM,PRONKLB12,LD BAG,PCS
IC-1.SLD.LDBFG.000652,PRONKLB83/LD BAG / 835 X 565 X 720MM,PRONKLB83,LD BAG,PCS
IC-1.SLD.LDBFG.000653,RAICALB10/LD BAG /Size :- 10 X 16,RAICALB10,LD BAG,KGS
IC-1.SLD.LDBFG.000654,RICOFLB11/LD BAG/1194 X 787 X 1219 mm,RICOFLB11,LD BAG,PCS
IC-1.SLD.LDBFG.000655,RMCOMLB35/LD BAG / 3 X 5,RMCOMLB35,LD BAG,PCS
IC-1.SLD.LDBFG.000656,ROYALLB35/JCB Printed Poly Bags/5 X 3,ROYALLB35,JCB Printed Poly Bags,KGS
IC-1.SLD.LDBFG.000657,ROYALLB68/JCB Printed Poly Bags/6 X 8 Inches,ROYALLB68,JCB Printed Poly Bags,KGS
IC-1.SLD.LDBFG.000658,ROYALLB81/LD BAG / 8 X 10,ROYALLB81,LD BAG,KGS
IC-1.SLD.LDBFG.000659,RSTAHLB11/LD BAG/1100 X 1100 mm,RSTAHLB11,LD BAG,PCS
IC-1.SLD.LDBFG.000660,RSTAHLB110/LD BAG/1100 X 1100 MM,RSTAHLB110,LD BAG,PCS
IC-1.SLD.LDBFG.000661,RSTAHLB18/LD BAG/18 X 18 INCH,RSTAHLB18,LD BAG,PCS
IC-1.SLD.LDBFG.000662,RSTAHLB28/LD BAG/28 X 28 INCH,RSTAHLB28,LD BAG,PCS
IC-1.SLD.LDBFG.000663,RSTAHLB30/LD BAG/30 X 18 INCH,RSTAHLB30,LD BAG,PCS
IC-1.SLD.LDBFG.000664,RSTAHLB34/LD BAG/34 X 34 INCH,RSTAHLB34,LD BAG,PCS
IC-1.SLD.LDBFG.000665,RSTAHLB46/LD BAG/460 X 210 MM,RSTAHLB46,LD BAG,PCS
IC-1.SLD.LDBFG.000666,RSTAHLB63/LD BAG/63 X 27 INCH,RSTAHLB63,LD BAG,PCS
IC-1.SLD.LDBFG.000667,RSTAHLB66/LD BAG/660 X 660 MM,RSTAHLB66,LD BAG,PCS
IC-1.SLD.LDBFG.000668,"SAMSULB10/LD BAG /Polythene Bag w/o Zip Lock ,10 * 12 Inch",SAMSULB10,LD BAG,PCS
IC-1.RU.LKJ.000833,ARGLLLOC10/LOC RUST OIL/10 GRAM,ARGLLLOC10,LOC RUST OIL,PCS
IC-1.RU.LKJ.000834,BHARTLOC795/LOC RUST OIL,BHARTLOC795,LOC RUST OIL,LTR
IC-1.RU.LKJ.000835,BHARTLOC80/LOC RUST OIL,BHARTLOC80,LOC RUST OIL,PCS
IC-1.RU.LKJ.000836,CRAFTLOC/LOC RUST OIL,CRAFTLOC,LOC RUST OIL,LTR
IC-1.RU.LKJ.000837,DSENGLOC/LOC RUST OIL,DSENGLOC,LOC RUST OIL,LTR
IC-1.RU.LKJ.000838,HOLISLOC791/LOC RUST OIL/DW 791,HOLISLOC791,LOC RUST OIL,LTR
IC-1.RU.LKJ.000839,HOLISLOC793/LOC RUST OIL/793 P,HOLISLOC793,LOC RUST OIL,LTR
IC-1.RU.LKJ.000840,INDUSLOC823/LOC RUST OIL/R823,INDUSLOC823,LOC RUST OIL,LTR
IC-1.RU.LKJ.000841,JCBLOC/LOC RUST OIL/AM,JCBLOC,LOC RUST OIL,LTR
IC-1.RU.LKJ.000842,JCBLOC/LOC RUST OIL/AN,JCBLOC,LOC RUST OIL,LTR
IC-1.RU.LKJ.000843,JCBLOC/LOC RUST OIL/OP,JCBLOC,LOC RUST OIL,PCS
IC-1.RU.LKJ.000844,JCBLOC/LOC RUST OIL/OY,JCBLOC,LOC RUST OIL,LTR
IC-1.RU.LKJ.000845,JCBLOC793/LOC RUST OIL/RT,JCBLOC793,LOC RUST OIL,LTR
IC-1.RU.LKJ.000846,JCBLOC793/LOC RUST OIL/YE,JCBLOC793,LOC RUST OIL,LTR
IC-1.RU.LKJ.000847,MAHINLOC/LOC RUST OIL,MAHINLOC,LOC RUST OIL,LTR
IC-1.RU.LKJ.000848,MAHINLOC369/LOC RUST OIL,MAHINLOC369,LOC RUST OIL,LTR
IC-1.RU.LKJ.000849,MAHINLOC793/LOC RUST OIL,MAHINLOC793,LOC RUST OIL,LTR
IC-1.RU.LKJ.000850,MLSPRLOC793/LOC RUST OIL,MLSPRLOC793,LOC RUST OIL,LTR
IC-1.RU.LKJ.000851,SHRINLOC793/LOC RUST OIL,SHRINLOC793,LOC RUST OIL,LTR
IC-1.RU.LKJ.000852,SWARALOC/LOC RUST OIL,SWARALOC,LOC RUST OIL,LTR
IC-1.RU.LKJ.000853,UNITELOC/LOC RUST OIL,UNITELOC,LOC RUST OIL,LTR
IC-1.RU.LKJ.000854,VECOMLOC/LOC RUST OIL/RUST PREVENTIVE OIL,VECOMLOC,LOC RUST OIL,LTR
IC-1.SLD.LDBFG.000670,"SAMSULB18/LD BAG/Polythene Bag W/o Zip Lock,18 X 18.2 Inch",SAMSULB18,LD BAG,PCS
IC-1.SLD.LDBFG.000671,"SAMSULB33/LD BAG/Polythene Bag w/o Zip Lock, 3 X 3.5 Inch",SAMSULB33,LD BAG,PCS
IC-1.SLD.LDBFG.000672,"SAMSULB46/LD BAG/Polythene Bag w/o Zip Lock, 4 X 6 Inch",SAMSULB46,LD BAG,PCS
IC-1.SLD.LDBFG.000673,"SAMSULB68/LD BAG/Polythene Bag w/o Zip Lock, 6 X 8 Inch",SAMSULB68,LD BAG,PCS
IC-1.SLD.LDBFG.000674,"SAMSULB81/LD BAG/Polythene Bag w/o Zip Lock ,8 X 10 Inch",SAMSULB81,LD BAG,PCS
IC-1.SLD.LDBFG.000675,SEBROLB56/LD BAG /5 X 6,SEBROLB56,LD BAG,PCS
IC-1.SLD.LDBFG.000676,SHREELB28/LD BAG / 28 X (2 X 7) X 28,SHREELB28,LD BAG,PCS
IC-1.SLD.LDBFG.000677,SHRIHLB42/LD BAG/425 X 260 X 425 mm,SHRIHLB42,LD BAG,PCS
IC-1.SLD.LDBFG.000678,SIEMELB/LD BAG,SIEMELB,LD BAG,SQM
IC-1.SLD.LDBFG.000679,SIGMALB22/LD BAG / 220 X 240,SIGMALB22,LD BAG,KGS
IC-1.SLD.LDBFG.000680,SIGMALB24/LD BAG/6 X 8 INCH 60 Micron,SIGMALB24,LD BAG,PCS
IC-1.SLD.LDBFG.000681,SIGMALB68/LD BAG/6 X 8,SIGMALB68,LD BAG,PCS
IC-1.SLD.LDBFG.000682,SOCOMLB/LD BAG,SOCOMLB,LD BAG,PCS
IC-1.SLD.LDBFG.000683,SOCOMLB10/LD BAG / 100 X 100,SOCOMLB10,LD BAG,PCS
IC-1.SLD.LDBFG.000684,SOCOMLB12/LD BAG /60 X 120,SOCOMLB12,LD BAG,PCS
IC-1.SLD.LDBFG.000685,SOCOMLB16/LD BAG /120 X 450,SOCOMLB16,LD BAG,PCS
IC-1.SLD.LDBFG.000686,SOCOMLB17/LD BAG/170 X 330,SOCOMLB17,LD BAG,PCS
IC-1.SLD.LDBFG.000687,SOCOMLB18/LD BAG / 170 X 180,SOCOMLB18,LD BAG,PCS
IC-1.SLD.LDBFG.000688,SOCOMLB21/LD BAG/2180 X 1620,SOCOMLB21,LD BAG,PCS
IC-1.SLD.LDBFG.000689,SOCOMLB25/LD BAG/350 X 250 mm,SOCOMLB25,LD BAG,PCS
IC-1.SLD.LDBFG.000690,SOCOMLB28/LD BAG/280 X 450,SOCOMLB28,LD BAG,PCS
IC-1.RU.LKJ.000855,VECOMLOC/LOC RUST OIL/RUST REMOVER,VECOMLOC,LOC RUST OIL,LTR
IC-1.RU.LKJ.000856,VIVEKLOC100/LOC RUST OIL/RPO DW 100,VIVEKLOC100,LOC RUST OIL,LTR
IC-1.RU.LKJ.000857,WESTELOC793/LOC RUST OIL/793P,WESTELOC793,LOC RUST OIL,LTR
IC-1.NLS.NLSN.000858,Loose nail /4 inch,,Loose nail,KGS
IC-1.NLS.NLSN.000859,Loose nail /5 inch,,Loose nail,KGS
IC-1.RU.OFG.000860,GRITMMO/MINERAL OIL,GRITMMO,MINERAL OIL,LTR
IC-1.SGF.GEPS.000861,ESWARMI40/Mini Foam Handy/Handy Foam - 40,ESWARMI40,Mini Foam Handy  ,LTR
IC-1.SGF.GEPS.000862,ESWARMI80/Mini Foam Handy/Handy Foam - 80,ESWARMI80,Mini Foam Handy,LTR
IC-1.SSDFG.FGSD.000863,VECOMNON/NON WOVEN SHEET/EG,VECOMNON,NON WOVEN SHEET,PCS
IC-1.SSDFG.FGSD.000864,VECOMNON/NON WOVEN SHEET/ET,VECOMNON,NON WOVEN SHEET,PCS
IC-1.RR.GG.000865,CLAASNA1870/Nailless Box/ 1870 X 1054 X 720 MM,CLAASNA1870,Nailless Box,PCS
IC-1.DOD.DOD.000866,Propasec Dessicant/12 GRAMS,,Propasec Dessicant,PCS
IC-1.DOD.DOD.000867,Propasec Dessicant /125 GRAMS,,Propasec Dessicant,PCS
IC-1.DOD.DOD.000868,Propasec Dessicant /18 GRAMS,,Propasec Dessicant,PCS
IC-1.OOOIL.OOOIL.000869,Natutral Rust Remover /793-P,,Natutral Rust Remover,LTR
IC-1.OOOIL.OOOIL.000870,Rust Remover  /DW-100,,Rust Remover,LTR
IC-1.SOS.SOS.000871,Bubble Sheet - Gescons /130   X 155  X 100 GSM,,Bubble Sheet - Gescons,PCS
IC-1.SOS.SOS.000872,VCI - Blue - Bubble - Sheet /600 X 600,,VCI - Blue - Bubble - Sheet,PCS
IC-1.WOWP.WOWP.000873,Buckle /19mm,,Buckle,PCS
IC-1.WOWP.WOWP.000874,Buckle /25 mm,,Buckle,PCS
IC-1.RPSR.RPSR.000875,Cord Strap / 25 mm,,Cord Strap,KGS
IC-1.RPSR.RPSR.000876,Cord Strap /32 mm,,Cord Strap,KGS
IC-1.SLD.LDBFG.000691,SOCOMLB33/LD BAG/100 X 160,SOCOMLB33,LD BAG,PCS
IC-1.SLD.LDBFG.000692,SOCOMLB35/LD BAG/210 X 350,SOCOMLB35,LD BAG,PCS
IC-1.SLD.LDBFG.000693,SOCOMLB45/LD BAG/250 X 450,SOCOMLB45,LD BAG,PCS
